<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
17/05/19,000000,3703.0000000,3754.5000000,3680.0000000,3700.0000000,191828
20/05/19,000000,3700.5000000,3710.0000000,3645.0000000,3659.0000000,136346
21/05/19,000000,3659.0000000,3671.0000000,3604.0000000,3619.0000000,260925
22/05/19,000000,3619.0000000,3650.0000000,3590.5000000,3616.0000000,182799
23/05/19,000000,3616.0000000,3637.0000000,3544.5000000,3552.0000000,241991
24/05/19,000000,3564.5000000,3594.0000000,3556.0000000,3565.0000000,247805
27/05/19,000000,3578.5000000,3629.0000000,3570.0000000,3615.0000000,130837
28/05/19,000000,3620.0000000,3659.0000000,3612.5000000,3630.0000000,251927
29/05/19,000000,3635.0000000,3689.5000000,3630.5000000,3670.0000000,182324
30/05/19,000000,3685.0000000,3695.0000000,3655.5000000,3673.5000000,107644
31/05/19,000000,3665.0000000,3738.5000000,3642.5000000,3738.5000000,227137
03/06/19,000000,3730.0000000,3859.5000000,3697.5000000,3850.0000000,385759
04/06/19,000000,3841.0000000,3890.5000000,3821.0000000,3860.0000000,365006
05/06/19,000000,3865.0000000,3877.5000000,3837.5000000,3853.0000000,165820
06/06/19,000000,3853.0000000,3876.0000000,3826.5000000,3839.5000000,151980
07/06/19,000000,3839.0000000,3864.0000000,3789.0000000,3820.0000000,240938
10/06/19,000000,3833.5000000,3841.5000000,3791.0000000,3797.0000000,199921
11/06/19,000000,3805.0000000,3826.0000000,3760.0000000,3781.0000000,419395
13/06/19,000000,3647.0000000,3683.0000000,3625.5000000,3650.0000000,297737
14/06/19,000000,3653.5000000,3689.0000000,3615.0000000,3650.0000000,252315
17/06/19,000000,3645.0000000,3755.0000000,3623.0000000,3740.0000000,256587
18/06/19,000000,3740.0000000,3785.0000000,3716.0000000,3741.0000000,207486
19/06/19,000000,3748.0000000,3774.5000000,3717.5000000,3759.5000000,162862
20/06/19,000000,3766.5000000,3819.0000000,3759.0000000,3805.5000000,359783
21/06/19,000000,3805.0000000,3818.5000000,3716.0000000,3753.0000000,284818
24/06/19,000000,3760.5000000,3760.5000000,3700.0000000,3718.5000000,158261
25/06/19,000000,3705.5000000,3736.0000000,3663.0000000,3690.0000000,148326
26/06/19,000000,3690.0000000,3865.5000000,3681.5000000,3865.0000000,874471
27/06/19,000000,3867.5000000,3914.0000000,3791.0000000,3791.0000000,481788
28/06/19,000000,3799.5000000,3802.5000000,3731.0000000,3735.0000000,233295
01/07/19,000000,3754.0000000,3782.0000000,3725.5000000,3729.5000000,165042
02/07/19,000000,3735.0000000,3769.5000000,3703.0000000,3769.0000000,156057
03/07/19,000000,3770.0000000,3793.5000000,3747.0000000,3785.0000000,167973
04/07/19,000000,3780.0000000,3849.5000000,3770.5000000,3833.0000000,324885
05/07/19,000000,3831.5000000,3844.5000000,3803.5000000,3832.5000000,170473
08/07/19,000000,3839.0000000,3938.0000000,3828.5000000,3935.0000000,394950
09/07/19,000000,3936.0000000,3955.0000000,3875.5000000,3930.0000000,275747
10/07/19,000000,3938.0000000,3990.0000000,3900.0000000,3911.0000000,327789
11/07/19,000000,3911.0000000,3930.0000000,3842.0000000,3860.0000000,297993
12/07/19,000000,3861.5000000,3886.0000000,3795.5000000,3863.5000000,259276
15/07/19,000000,3863.0000000,3938.0000000,3839.0000000,3878.5000000,214182
16/07/19,000000,3873.5000000,3898.0000000,3835.5000000,3867.0000000,156259
17/07/19,000000,3851.0000000,3907.0000000,3846.0000000,3869.5000000,169872
18/07/19,000000,3869.0000000,3885.5000000,3837.0000000,3845.5000000,136975
19/07/19,000000,3870.0000000,3887.0000000,3806.0000000,3820.0000000,393376
22/07/19,000000,3816.5000000,3834.5000000,3746.0000000,3751.0000000,308935
23/07/19,000000,3761.0000000,3819.0000000,3736.0000000,3807.0000000,235605
24/07/19,000000,3815.5000000,3816.5000000,3785.0000000,3800.0000000,159121
25/07/19,000000,3800.0000000,3900.0000000,3770.0000000,3793.5000000,409639
26/07/19,000000,3818.0000000,3818.0000000,3746.0000000,3780.0000000,172862
29/07/19,000000,3771.0000000,3812.5000000,3762.5000000,3784.5000000,156261
30/07/19,000000,3795.0000000,3795.0000000,3745.0000000,3782.5000000,104495
31/07/19,000000,3781.0000000,3809.5000000,3751.0000000,3785.0000000,250382
01/08/19,000000,3768.0000000,3793.5000000,3721.5000000,3759.0000000,169450
02/08/19,000000,3737.0000000,3759.0000000,3690.0000000,3690.0000000,229594
05/08/19,000000,3685.0000000,3719.0000000,3556.0000000,3581.0000000,390415
06/08/19,000000,3589.0000000,3609.5000000,3580.0000000,3594.0000000,137668
07/08/19,000000,3600.0000000,3623.0000000,3513.0000000,3532.5000000,288791
08/08/19,000000,3557.5000000,3598.0000000,3541.0000000,3582.5000000,142639
09/08/19,000000,3576.0000000,3598.0000000,3534.0000000,3545.0000000,139374
12/08/19,000000,3558.0000000,3577.0000000,3536.5000000,3559.0000000,94111
13/08/19,000000,3560.0000000,3594.0000000,3552.0000000,3585.5000000,284262
14/08/19,000000,3596.0000000,3640.0000000,3566.0000000,3605.0000000,237298
15/08/19,000000,3605.0000000,3626.5000000,3565.5000000,3586.0000000,277150
16/08/19,000000,3594.0000000,3617.0000000,3578.5000000,3601.0000000,157711
19/08/19,000000,3610.5000000,3649.0000000,3597.5000000,3633.0000000,118385
20/08/19,000000,3633.5000000,3637.0000000,3575.0000000,3584.0000000,142146
21/08/19,000000,3586.0000000,3588.5000000,3545.0000000,3571.0000000,197480
22/08/19,000000,3563.0000000,3572.0000000,3526.0000000,3535.0000000,151256
23/08/19,000000,3536.0000000,3547.0000000,3519.5000000,3520.5000000,151824
26/08/19,000000,3519.5000000,3549.0000000,3483.0000000,3529.5000000,98205
27/08/19,000000,3520.5000000,3543.5000000,3512.0000000,3525.5000000,97756
28/08/19,000000,3529.5000000,3544.5000000,3518.0000000,3543.5000000,172029
29/08/19,000000,3543.5000000,3595.0000000,3542.0000000,3580.0000000,119325
30/08/19,000000,3575.5000000,3690.0000000,3575.5000000,3690.0000000,430284
02/09/19,000000,3687.0000000,3691.0000000,3650.0000000,3656.0000000,142408
03/09/19,000000,3656.5000000,3666.5000000,3606.5000000,3624.0000000,189850
04/09/19,000000,3634.5000000,3654.5000000,3596.0000000,3608.0000000,327381
05/09/19,000000,3618.0000000,3624.5000000,3577.5000000,3599.5000000,428663
06/09/19,000000,3604.0000000,3616.0000000,3570.5000000,3574.5000000,225949
09/09/19,000000,3580.0000000,3595.5000000,3540.0000000,3550.0000000,252069
10/09/19,000000,3550.5000000,3578.0000000,3505.5000000,3575.0000000,435279
11/09/19,000000,3581.5000000,3625.0000000,3558.0000000,3585.0000000,472081
12/09/19,000000,3586.5000000,3637.0000000,3578.0000000,3625.0000000,408066
13/09/19,000000,3625.5000000,3647.0000000,3608.0000000,3620.0000000,215755
16/09/19,000000,3620.5000000,3638.5000000,3600.5000000,3633.0000000,138760
17/09/19,000000,3630.0000000,3654.0000000,3607.5000000,3650.0000000,251439
18/09/19,000000,3645.5000000,3705.0000000,3642.0000000,3671.5000000,460798
19/09/19,000000,3674.0000000,3682.5000000,3608.5000000,3620.0000000,324878
20/09/19,000000,3616.0000000,3632.5000000,3600.0000000,3630.0000000,211820
23/09/19,000000,3630.0000000,3642.5000000,3601.0000000,3630.0000000,103528
24/09/19,000000,3628.0000000,3642.5000000,3562.0000000,3562.0000000,199068
25/09/19,000000,3563.0000000,3579.0000000,3539.5000000,3539.5000000,211087
26/09/19,000000,3543.0000000,3610.0000000,3543.0000000,3587.0000000,188783
27/09/19,000000,3592.5000000,3594.0000000,3559.5000000,3559.5000000,114661
30/09/19,000000,3551.5000000,3569.0000000,3530.0000000,3558.0000000,204091
01/10/19,000000,3557.0000000,3569.5000000,3535.0000000,3540.5000000,121189
02/10/19,000000,3545.0000000,3553.5000000,3500.0000000,3504.0000000,207713
03/10/19,000000,3501.5000000,3511.5000000,3406.0000000,3427.0000000,375940
04/10/19,000000,3433.5000000,3444.5000000,3368.0000000,3379.5000000,246772
07/10/19,000000,3387.0000000,3395.0000000,3355.0000000,3355.0000000,193749
08/10/19,000000,3374.5000000,3378.0000000,3273.0000000,3292.5000000,500326
09/10/19,000000,3298.0000000,3325.0000000,3247.0000000,3321.5000000,471981
10/10/19,000000,3327.0000000,3331.5000000,3276.0000000,3277.0000000,293096
11/10/19,000000,3282.5000000,3298.0000000,3202.5000000,3211.5000000,358327
14/10/19,000000,3217.5000000,3231.0000000,3136.5000000,3136.5000000,400968
15/10/19,000000,3133.0000000,3218.0000000,3110.5000000,3215.0000000,424097
16/10/19,000000,3215.5000000,3259.0000000,3186.0000000,3254.5000000,406127
17/10/19,000000,3259.0000000,3262.5000000,3221.0000000,3239.5000000,279919
18/10/19,000000,3239.5000000,3242.0000000,3205.5000000,3215.0000000,148624
21/10/19,000000,3215.0000000,3242.0000000,3168.0000000,3175.0000000,297079
22/10/19,000000,3176.5000000,3231.0000000,3164.0000000,3230.0000000,244499
23/10/19,000000,3227.5000000,3278.0000000,3195.0000000,3214.0000000,456865
24/10/19,000000,3211.0000000,3255.0000000,3207.0000000,3231.0000000,425053
25/10/19,000000,3243.5000000,3243.5000000,3105.0000000,3182.0000000,519587
28/10/19,000000,3184.0000000,3235.5000000,3162.0000000,3168.0000000,279607
29/10/19,000000,3174.0000000,3247.0000000,3092.5000000,3211.0000000,866930
30/10/19,000000,3211.0000000,3223.0000000,3164.5000000,3201.5000000,251382
31/10/19,000000,3203.5000000,3232.0000000,3199.0000000,3232.0000000,282342
01/11/19,000000,3242.0000000,3320.0000000,3238.0000000,3273.5000000,494119
05/11/19,000000,3302.5000000,3370.0000000,3290.5000000,3346.5000000,430102
06/11/19,000000,3346.5000000,3366.5000000,3325.0000000,3350.0000000,299321
07/11/19,000000,3351.5000000,3379.0000000,3338.5000000,3360.0000000,328258
08/11/19,000000,3353.0000000,3358.5000000,3257.0000000,3303.0000000,418426
11/11/19,000000,3308.5000000,3324.5000000,3291.0000000,3305.0000000,146215
12/11/19,000000,3310.0000000,3365.5000000,3306.0000000,3320.5000000,304507
13/11/19,000000,3311.0000000,3345.0000000,3301.5000000,3333.0000000,163503
14/11/19,000000,3329.5000000,3374.0000000,3313.0000000,3317.0000000,218468
15/11/19,000000,3332.5000000,3350.0000000,3280.0000000,3305.5000000,217900
18/11/19,000000,3341.0000000,3348.0000000,3285.5000000,3294.5000000,280848
19/11/19,000000,3298.0000000,3338.5000000,3291.5000000,3334.0000000,226260
20/11/19,000000,3323.5000000,3330.0000000,3301.5000000,3314.0000000,125141
21/11/19,000000,3307.0000000,3317.5000000,3257.0000000,3270.0000000,277061
22/11/19,000000,3276.0000000,3292.5000000,3255.0000000,3261.0000000,182143
25/11/19,000000,3261.5000000,3275.0000000,3240.0000000,3240.0000000,196557
26/11/19,000000,3243.0000000,3264.5000000,3231.0000000,3241.5000000,245469
27/11/19,000000,3250.0000000,3266.0000000,3234.5000000,3245.5000000,200161
28/11/19,000000,3243.0000000,3264.0000000,3236.5000000,3259.5000000,117096
29/11/19,000000,3252.0000000,3292.0000000,3236.5000000,3283.0000000,189141
02/12/19,000000,3280.0000000,3303.5000000,3242.0000000,3253.5000000,212324
03/12/19,000000,3253.5000000,3256.5000000,3174.0000000,3180.0000000,339436
04/12/19,000000,3188.0000000,3215.5000000,3151.5000000,3195.5000000,190002
05/12/19,000000,3205.0000000,3222.0000000,3191.0000000,3199.0000000,114441
06/12/19,000000,3208.5000000,3219.5000000,3195.5000000,3207.0000000,94980
09/12/19,000000,3211.0000000,3234.5000000,3207.0000000,3231.5000000,169123
10/12/19,000000,3232.0000000,3238.0000000,3211.5000000,3234.0000000,89431
11/12/19,000000,3233.0000000,3258.5000000,3225.0000000,3230.5000000,168607
12/12/19,000000,3235.0000000,3259.5000000,3235.0000000,3235.0000000,209848
13/12/19,000000,3245.0000000,3274.0000000,3237.0000000,3265.5000000,238421
16/12/19,000000,3274.5000000,3289.5000000,3255.5000000,3265.5000000,228827
17/12/19,000000,3268.0000000,3285.5000000,3258.5000000,3272.5000000,212904
18/12/19,000000,3272.0000000,3289.0000000,3268.5000000,3271.0000000,253346
19/12/19,000000,3274.0000000,3288.5000000,3270.5000000,3276.0000000,327136
20/12/19,000000,3325.0000000,3352.0000000,3287.0000000,3297.0000000,648340
23/12/19,000000,3309.5000000,3344.5000000,3301.0000000,3340.0000000,299579
24/12/19,000000,3343.5000000,3379.5000000,3341.0000000,3371.5000000,374853
25/12/19,000000,3374.5000000,3431.5000000,3372.0000000,3416.0000000,395005
26/12/19,000000,3432.0000000,3464.5000000,3424.0000000,3449.0000000,401515
27/12/19,000000,3451.5000000,3467.0000000,3412.5000000,3428.0000000,422886
30/12/19,000000,3435.0000000,3444.0000000,3416.5000000,3425.0000000,252912
03/01/20,000000,3440.0000000,3460.0000000,3431.0000000,3445.5000000,291955
06/01/20,000000,3446.0000000,3455.5000000,3407.0000000,3416.0000000,290909
08/01/20,000000,3416.0000000,3432.0000000,3381.0000000,3427.0000000,388549
09/01/20,000000,3312.0000000,3368.5000000,3300.5000000,3348.0000000,492797
10/01/20,000000,3350.0000000,3379.0000000,3312.0000000,3319.5000000,376849
13/01/20,000000,3330.0000000,3347.5000000,3306.5000000,3345.0000000,222572
14/01/20,000000,3347.5000000,3370.5000000,3325.5000000,3339.0000000,362009
15/01/20,000000,3342.0000000,3463.0000000,3334.5000000,3440.0000000,1536221
16/01/20,000000,3463.5000000,3629.5000000,3460.0000000,3625.0000000,1630349
17/01/20,000000,3661.5000000,3700.0000000,3590.5000000,3623.0000000,1422107
20/01/20,000000,3640.0000000,3889.5000000,3638.0000000,3855.0000000,1596925
21/01/20,000000,3840.5000000,3885.0000000,3714.5000000,3840.0000000,1137798
22/01/20,000000,3860.0000000,3939.0000000,3750.0000000,3750.0000000,1202119
23/01/20,000000,3724.0000000,3750.0000000,3632.0000000,3702.5000000,890575
24/01/20,000000,3731.0000000,3815.0000000,3706.5000000,3796.0000000,1028616
27/01/20,000000,3752.0000000,3763.0000000,3683.0000000,3708.5000000,585063
28/01/20,000000,3719.0000000,3812.0000000,3708.0000000,3751.0000000,597899
29/01/20,000000,3759.0000000,3870.0000000,3731.0000000,3819.5000000,717748
30/01/20,000000,3796.0000000,3874.0000000,3775.5000000,3830.0000000,617826
31/01/20,000000,3851.5000000,3870.0000000,3727.0000000,3727.0000000,682379
03/02/20,000000,3699.0000000,3761.0000000,3668.0000000,3720.5000000,559676
04/02/20,000000,3742.0000000,3797.0000000,3725.0000000,3750.0000000,453596
05/02/20,000000,3759.5000000,3805.5000000,3700.0000000,3783.5000000,1004108
06/02/20,000000,3814.5000000,3839.0000000,3655.0000000,3713.0000000,1505151
07/02/20,000000,3715.5000000,3727.0000000,3625.5000000,3640.0000000,652734
10/02/20,000000,3639.0000000,3657.5000000,3507.0000000,3564.5000000,779546
11/02/20,000000,3571.0000000,3597.0000000,3512.0000000,3575.0000000,594896
12/02/20,000000,3570.0000000,3760.0000000,3563.0000000,3760.0000000,1114425
13/02/20,000000,3750.0000000,3806.5000000,3712.5000000,3750.0000000,851663
14/02/20,000000,3762.0000000,3768.5000000,3661.0000000,3669.0000000,480070
17/02/20,000000,3685.0000000,3718.0000000,3651.5000000,3697.0000000,452693
18/02/20,000000,3688.5000000,3688.5000000,3605.0000000,3620.0000000,460542
19/02/20,000000,3631.0000000,3668.0000000,3557.5000000,3640.5000000,547359
20/02/20,000000,3651.0000000,3670.0000000,3617.0000000,3641.0000000,269194
21/02/20,000000,3623.0000000,3651.5000000,3591.0000000,3625.0000000,312226
25/02/20,000000,3556.0000000,3598.5000000,3500.0000000,3503.0000000,433180
26/02/20,000000,3488.0000000,3529.0000000,3390.5000000,3529.0000000,667542
27/02/20,000000,3482.0000000,3484.5000000,3320.0000000,3345.0000000,600611
28/02/20,000000,3236.0000000,3269.0000000,3054.0000000,3160.5000000,1459642
02/03/20,000000,3213.5000000,3271.5000000,3066.0000000,3201.0000000,749046
03/03/20,000000,3266.0000000,3288.0000000,3131.0000000,3150.0000000,807292
04/03/20,000000,3123.0000000,3182.0000000,3102.0000000,3130.0000000,532562
05/03/20,000000,3161.0000000,3169.0000000,3081.0000000,3121.0000000,521348
06/03/20,000000,3072.5000000,3093.5000000,2950.0000000,2984.0000000,862991
10/03/20,000000,2688.0000000,2820.0000000,2507.0000000,2669.5000000,2125922
11/03/20,000000,2689.0000000,2777.0000000,2630.0000000,2705.0000000,1264374
12/03/20,000000,2625.0000000,2625.0000000,2313.0000000,2337.0000000,1842348
13/03/20,000000,2327.0000000,2545.0000000,2289.0000000,2501.0000000,2036854
16/03/20,000000,2501.0000000,2650.0000000,2378.0000000,2636.0000000,1400055
17/03/20,000000,2589.5000000,2782.0000000,2583.5000000,2765.5000000,1387212
18/03/20,000000,2726.0000000,2890.0000000,2713.0000000,2780.0000000,1841047
19/03/20,000000,2779.5000000,2969.0000000,2771.0000000,2950.0000000,1233763
20/03/20,000000,2989.0000000,3075.0000000,2980.0000000,3002.5000000,1329099
23/03/20,000000,2949.0000000,3050.0000000,2830.0000000,2986.0000000,1068377
24/03/20,000000,3040.0000000,3095.0000000,3009.5000000,3020.0000000,733127
25/03/20,000000,3050.5000000,3134.0000000,2950.0000000,3070.0000000,1017518
26/03/20,000000,3069.5000000,3251.0000000,3003.0000000,3249.5000000,776449
27/03/20,000000,3254.0000000,3272.0000000,3063.5000000,3140.0000000,640870
30/03/20,000000,3100.5000000,3159.0000000,3045.0000000,3128.5000000,386716
31/03/20,000000,3149.0000000,3241.5000000,3065.0000000,3202.5000000,468120
01/04/20,000000,3158.0000000,3189.5000000,3116.5000000,3140.0000000,401981
02/04/20,000000,3171.5000000,3200.0000000,3115.0000000,3190.0000000,603133
03/04/20,000000,3178.0000000,3275.0000000,3158.0000000,3189.0000000,631941
06/04/20,000000,3207.0000000,3262.0000000,3191.0000000,3262.0000000,428077
07/04/20,000000,3284.5000000,3354.0000000,3254.0000000,3255.0000000,634958
08/04/20,000000,3231.5000000,3377.0000000,3204.0000000,3372.5000000,638994
09/04/20,000000,3387.0000000,3418.5000000,3287.5000000,3318.0000000,664627
10/04/20,000000,3318.0000000,3326.5000000,3275.5000000,3321.5000000,198605
13/04/20,000000,3315.5000000,3383.5000000,3260.0000000,3286.0000000,303435
14/04/20,000000,3318.0000000,3385.0000000,3308.0000000,3362.0000000,477174
15/04/20,000000,3365.0000000,3365.5000000,3215.0000000,3244.5000000,489492
16/04/20,000000,3249.0000000,3290.0000000,3180.0000000,3196.5000000,423817
17/04/20,000000,3253.0000000,3263.5000000,3200.0000000,3236.0000000,290157
20/04/20,000000,3232.0000000,3254.0000000,3159.5000000,3165.0000000,272556
21/04/20,000000,3129.0000000,3155.0000000,3032.0000000,3142.5000000,448016
22/04/20,000000,3140.0000000,3263.0000000,3120.0000000,3205.0000000,412431
23/04/20,000000,3236.0000000,3320.5000000,3187.5000000,3287.0000000,370461
24/04/20,000000,3298.5000000,3298.5000000,3215.5000000,3215.5000000,314692
27/04/20,000000,3233.0000000,3356.0000000,3229.0000000,3356.0000000,512104
28/04/20,000000,3348.5000000,3502.5000000,3336.0000000,3380.0000000,760416
29/04/20,000000,3399.5000000,3506.5000000,3392.0000000,3467.0000000,546429
30/04/20,000000,3479.0000000,3705.0000000,3468.0000000,3690.0000000,1484139
04/05/20,000000,3677.5000000,3858.0000000,3612.0000000,3760.0000000,1340370
05/05/20,000000,3782.5000000,3824.5000000,3664.5000000,3702.0000000,661431
06/05/20,000000,3708.5000000,3740.0000000,3661.0000000,3690.0000000,675492
07/05/20,000000,3691.5000000,3731.0000000,3673.0000000,3694.0000000,483755
08/05/20,000000,3699.5000000,3710.0000000,3640.5000000,3663.0000000,291016
12/05/20,000000,3663.0000000,3667.5000000,3573.0000000,3575.5000000,535623
13/05/20,000000,3569.5000000,3647.5000000,3518.0000000,3631.0000000,546151
14/05/20,000000,3610.0000000,3634.5000000,3507.0000000,3508.0000000,621758
15/05/20,000000,3531.0000000,3578.0000000,3520.5000000,3544.5000000,308703
18/05/20,000000,3570.0000000,3634.0000000,3551.5000000,3619.5000000,522604
19/05/20,000000,3640.0000000,3677.0000000,3583.0000000,3657.0000000,352357
20/05/20,000000,3658.0000000,3686.0000000,3633.0000000,3640.0000000,400697
21/05/20,000000,3643.0000000,3657.5000000,3592.5000000,3600.0000000,345079
22/05/20,000000,3589.0000000,3621.0000000,3566.0000000,3616.0000000,208008
25/05/20,000000,3622.0000000,3647.0000000,3614.5000000,3635.0000000,119457
26/05/20,000000,3649.0000000,3657.0000000,3581.5000000,3615.5000000,365782
27/05/20,000000,3615.5000000,3779.0000000,3608.5000000,3744.5000000,856327
28/05/20,000000,3763.5000000,3833.0000000,3735.0000000,3827.0000000,502375
29/05/20,000000,3818.0000000,3833.0000000,3728.0000000,3740.0000000,518322
01/06/20,000000,3754.0000000,3873.0000000,3753.0000000,3832.0000000,428320
02/06/20,000000,3852.0000000,3908.0000000,3823.5000000,3899.5000000,590579
03/06/20,000000,3915.0000000,3934.5000000,3812.0000000,3869.0000000,529011
04/06/20,000000,3869.0000000,3887.0000000,3789.5000000,3836.0000000,632588
05/06/20,000000,3840.5000000,3867.0000000,3815.0000000,3846.0000000,300224
08/06/20,000000,3863.0000000,3989.0000000,3855.0000000,3950.0000000,622249
09/06/20,000000,3969.0000000,3997.0000000,3916.5000000,3929.0000000,367852
10/06/20,000000,3933.0000000,4050.0000000,3911.0000000,3995.0000000,805517
11/06/20,000000,3955.0000000,4104.0000000,3930.0000000,4004.0000000,786098
15/06/20,000000,3984.5000000,4060.0000000,3924.5000000,3985.5000000,606762
16/06/20,000000,4010.0000000,4043.5000000,3945.0000000,3950.0000000,409007
17/06/20,000000,3969.5000000,3990.0000000,3904.0000000,3945.0000000,542551
18/06/20,000000,3805.0000000,3847.0000000,3791.0000000,3820.0000000,725669
19/06/20,000000,3840.5000000,3980.0000000,3832.0000000,3980.0000000,867710
22/06/20,000000,3960.0000000,4086.0000000,3907.0000000,4076.0000000,655479
23/06/20,000000,4083.0000000,4204.5000000,4083.0000000,4115.0000000,715543
25/06/20,000000,4098.5000000,4167.0000000,4066.0000000,4140.5000000,870462
26/06/20,000000,4145.0000000,4224.0000000,4134.5000000,4180.5000000,558665
29/06/20,000000,4182.5000000,4208.5000000,4114.0000000,4156.5000000,332486
30/06/20,000000,4153.5000000,4174.5000000,4020.5000000,4035.0000000,439418
02/07/20,000000,4054.0000000,4218.0000000,4047.0000000,4202.0000000,514032
03/07/20,000000,4205.0000000,4234.5000000,4179.0000000,4222.0000000,287251
06/07/20,000000,4236.0000000,4374.0000000,4236.0000000,4332.0000000,494536
07/07/20,000000,4322.5000000,4334.0000000,4235.5000000,4242.0000000,599546
08/07/20,000000,4240.0000000,4276.5000000,4184.0000000,4225.0000000,364001
09/07/20,000000,4224.0000000,4385.0000000,4224.0000000,4337.0000000,674716
10/07/20,000000,4320.0000000,4377.0000000,4272.5000000,4307.0000000,519649
13/07/20,000000,4315.5000000,4357.5000000,4274.0000000,4291.0000000,327645
14/07/20,000000,4305.5000000,4307.0000000,4125.0000000,4259.5000000,403736
15/07/20,000000,4264.5000000,4333.0000000,4237.5000000,4298.0000000,278935
16/07/20,000000,4285.0000000,4360.5000000,4218.0000000,4303.5000000,361755
17/07/20,000000,4300.5000000,4328.5000000,4264.0000000,4302.0000000,176026
20/07/20,000000,4299.0000000,4495.0000000,4276.5000000,4476.5000000,570102
21/07/20,000000,4487.0000000,4662.5000000,4480.0000000,4648.0000000,717238
22/07/20,000000,4647.0000000,4756.0000000,4610.5000000,4690.0000000,859724
23/07/20,000000,4700.0000000,4756.0000000,4675.5000000,4720.0000000,648464
24/07/20,000000,4717.0000000,4804.5000000,4692.5000000,4782.5000000,464885
27/07/20,000000,4794.0000000,4854.5000000,4680.0000000,4752.0000000,554837
28/07/20,000000,4755.0000000,4795.0000000,4713.5000000,4768.0000000,303507
29/07/20,000000,4762.0000000,4788.0000000,4600.0000000,4698.0000000,815281
30/07/20,000000,4707.0000000,4775.0000000,4622.0000000,4675.5000000,499186
31/07/20,000000,4652.5000000,4686.5000000,4555.0000000,4586.0000000,545908
03/08/20,000000,4586.0000000,4668.0000000,4574.0000000,4614.0000000,440772
04/08/20,000000,4630.0000000,4665.0000000,4600.5000000,4658.5000000,276765
05/08/20,000000,4666.0000000,4705.5000000,4591.5000000,4632.0000000,333049
06/08/20,000000,4630.5000000,4635.0000000,4572.5000000,4606.5000000,321495
07/08/20,000000,4603.0000000,4627.0000000,4534.0000000,4618.0000000,309905
10/08/20,000000,4622.0000000,4675.0000000,4577.0000000,4613.5000000,263586
11/08/20,000000,4613.0000000,4655.0000000,4563.5000000,4622.0000000,368984
12/08/20,000000,4636.0000000,4646.0000000,4581.0000000,4619.5000000,343556
13/08/20,000000,4619.5000000,4780.0000000,4593.5000000,4738.5000000,509353
14/08/20,000000,4740.0000000,4784.0000000,4676.0000000,4763.5000000,561231
17/08/20,000000,4764.0000000,4817.5000000,4647.5000000,4688.0000000,518607
18/08/20,000000,4670.0000000,4739.0000000,4655.0000000,4690.5000000,321094
19/08/20,000000,4695.0000000,4711.5000000,4661.5000000,4671.5000000,252837
20/08/20,000000,4659.5000000,4659.5000000,4523.5000000,4561.5000000,533803
21/08/20,000000,4558.5000000,4585.0000000,4438.0000000,4523.0000000,368723
24/08/20,000000,4548.5000000,4613.0000000,4532.5000000,4608.0000000,335463
25/08/20,000000,4615.5000000,4644.5000000,4576.0000000,4642.5000000,473599
26/08/20,000000,4642.0000000,4676.0000000,4606.5000000,4666.0000000,302374
27/08/20,000000,4666.0000000,4746.0000000,4652.5000000,4728.0000000,422233
28/08/20,000000,4729.0000000,4730.0000000,4560.0000000,4581.5000000,481042
31/08/20,000000,4590.0000000,4603.0000000,4420.5000000,4474.5000000,468217
01/09/20,000000,4480.0000000,4540.0000000,4376.0000000,4497.5000000,556547
02/09/20,000000,4500.0000000,4619.0000000,4444.5000000,4564.5000000,518184
03/09/20,000000,4575.5000000,4597.5000000,4537.5000000,4565.0000000,274496
04/09/20,000000,4559.5000000,4616.0000000,4528.0000000,4590.5000000,251453
07/09/20,000000,4580.0000000,4604.5000000,4540.0000000,4558.5000000,150741
08/09/20,000000,4562.0000000,4582.5000000,4448.5000000,4535.0000000,312059
09/09/20,000000,4532.0000000,4532.0000000,4403.0000000,4456.0000000,279467
10/09/20,000000,4463.0000000,4518.0000000,4420.0000000,4475.0000000,217757
11/09/20,000000,4490.0000000,4685.0000000,4468.0000000,4663.5000000,322222
14/09/20,000000,4685.0000000,4773.5000000,4632.0000000,4671.5000000,458729
15/09/20,000000,4663.0000000,4758.0000000,4609.5000000,4724.5000000,382678
16/09/20,000000,4735.5000000,4753.0000000,4637.0000000,4710.0000000,274442
17/09/20,000000,4683.0000000,4889.5000000,4677.0000000,4863.0000000,787198
18/09/20,000000,4867.0000000,4875.0000000,4788.0000000,4805.0000000,394972
21/09/20,000000,4813.0000000,4813.0000000,4691.5000000,4772.5000000,468255
22/09/20,000000,4762.0000000,4965.0000000,4717.0000000,4962.0000000,654074
23/09/20,000000,4951.0000000,5138.5000000,4918.0000000,4989.5000000,762604
24/09/20,000000,4980.5000000,5082.0000000,4966.0000000,5057.0000000,584374
25/09/20,000000,5062.0000000,5129.5000000,4976.5000000,5025.0000000,484960
28/09/20,000000,5040.0000000,5114.0000000,5023.0000000,5080.0000000,347077
29/09/20,000000,5068.0000000,5086.5000000,4926.0000000,4965.5000000,492171
30/09/20,000000,4954.0000000,4995.5000000,4874.5000000,4956.0000000,440560
01/10/20,000000,4983.5000000,5022.0000000,4850.0000000,4896.0000000,419660
02/10/20,000000,4860.0000000,4940.0000000,4853.5000000,4906.5000000,308123
